pos,corr_resp,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,fixation.stopped,Probe.started,key_resp_2.started,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
50,c,19,2,78,2,,,,,195.35637259995565,196.34013959998265,196.34013959998265,196.34013959998265,196.34013959998265,196.3549941999372,197.35448580002412,197.35448580002412,c,1,0.2202662001363933,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,19,3,79,3,,,,,197.6063214999158,198.60463600000367,198.60463600000367,198.60463600000367,198.60463600000367,198.60463600000367,199.60452839988284,199.60452839988284,z,1,0.2934062001295388,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,20,0,80,0,,,,,199.9225345000159,200.90593359991908,200.90593359991908,200.90593359991908,200.90593359991908,200.9210665000137,201.92126660002396,201.92126660002396,x,1,0.2500760001130402,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,20,1,81,1,,,,,202.18946759984829,203.1726940998342,203.1726940998342,203.1726940998342,203.1726940998342,203.18771669990383,204.18769299983978,204.18769299983978,v,1,0.26291010016575456,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,20,2,82,2,,,,,204.47254009987228,205.4557822998613,205.4557822998613,205.4557822998613,205.4557822998613,205.47096169996075,206.47096870001405,206.47096870001405,c,1,0.06251400010660291,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,20,3,83,3,,,,,206.55600199988112,207.53930919989944,207.53930919989944,207.53930919989944,207.53930919989944,207.55404979991727,208.55401490000077,208.55401490000077,z,1,0.28113050013780594,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,21,0,84,0,,,,,208.85566359991208,209.8390084998682,209.8390084998682,209.8390084998682,209.8390084998682,209.85413410002366,210.85409709997475,210.85409709997475,x,1,0.11939260014332831,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,21,1,85,1,,,,,211.0056564998813,211.988898599986,211.988898599986,211.988898599986,211.988898599986,212.00395129993558,213.00409929989837,213.00409929989837,v,1,0.24884070013649762,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,21,2,86,2,,,,,213.27220269991085,214.27047210000455,214.27047210000455,214.27047210000455,214.27047210000455,214.27047210000455,215.270483299857,215.270483299857,c,1,0.22621720028109848,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,21,3,87,3,,,,,215.52182289981283,216.5054409999866,216.5054409999866,216.5054409999866,216.5054409999866,216.520365400007,217.52051569987088,217.52051569987088,z,1,0.267649200046435,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,22,0,88,0,,,,,217.82194129982963,218.80544879985973,218.80544879985973,218.80544879985973,218.80544879985973,218.82024169992656,219.82029499998316,219.82029499998316,x,1,0.16293760016560555,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,22,1,89,1,,,,,220.00512530002743,220.9883471999783,220.9883471999783,220.9883471999783,220.9883471999783,221.00339800002985,222.00340979988687,222.00340979988687,v,1,0.2516619001980871,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,22,2,90,2,,,,,222.28840540000238,223.2719093998894,223.2719093998894,223.2719093998894,223.2719093998894,223.28694469993934,224.28675729990937,224.28675729990937,c,1,0.3173983001615852,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,22,3,91,3,,,,,224.6379905999638,225.6217955998145,225.6217955998145,225.6217955998145,225.6217955998145,225.63672309997492,226.63679869985208,226.63679869985208,z,1,0.2840412000659853,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,23,0,92,0,,,,,226.9549612000119,227.95332129998133,227.95332129998133,227.95332129998133,227.95332129998133,227.95332129998133,228.95287459995598,228.95287459995598,x,1,0.25221150019206107,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,23,1,93,1,,,,,229.2380591998808,230.22140979999676,230.22140979999676,230.22140979999676,230.22140979999676,230.23638070002198,231.236468099989,231.236468099989,v,1,0.2823629002086818,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,23,2,94,2,,,,,231.53786699986085,232.52111089997925,232.52111089997925,232.52111089997925,232.52111089997925,232.53619569982402,233.53621789999306,233.53621789999306,c,1,0.28037550020962954,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,23,3,95,3,,,,,233.83777410001494,234.82175569981337,234.82175569981337,234.82175569981337,234.82175569981337,234.8363828000147,235.83643689984456,235.83643689984456,z,1,0.2977685001678765,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,24,0,96,0,,,,,236.154447699897,237.13776029995643,237.13776029995643,237.13776029995643,237.13776029995643,237.15275599993765,238.15267219999805,238.15267219999805,x,1,0.27351339999586344,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,24,1,97,1,,,,,238.4542890000157,239.43775419984013,239.43775419984013,239.43775419984013,239.43775419984013,239.45277690002695,240.45263580000028,240.45263580000028,v,1,0.26695530000142753,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,24,2,98,2,,,,,240.7378897999879,241.73607179988176,241.73607179988176,241.73607179988176,241.73607179988176,241.73607179988176,242.73577559995465,242.73577559995465,c,1,0.46598109998740256,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,24,3,99,3,,,,,243.22094779997133,244.20411519985646,244.20411519985646,244.20411519985646,244.20411519985646,244.21898629982024,245.219017499825,245.219017499825,z,1,0.3126575001515448,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,25,0,100,0,,,,,245.55380250001326,246.53724289988168,246.53724289988168,246.53724289988168,246.53724289988168,246.5524768999312,247.55222720000893,247.55222720000893,x,1,0.4823499000631273,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,25,1,101,1,,,,,248.05385399982333,249.03721879981458,249.03721879981458,249.03721879981458,249.03721879981458,249.05217000003904,250.0520564999897,250.0520564999897,v,1,0.45352270011790097,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,25,2,102,2,,,,,250.53716839989647,251.52024600002915,251.52024600002915,251.52024600002915,251.52024600002915,251.5354016998317,252.53539770003408,252.53539770003408,c,1,0.1893544001504779,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,25,3,103,3,,,,,252.7537354999222,253.75194019987248,253.75194019987248,253.75194019987248,253.75194019987248,253.75194019987248,254.75191019987687,254.75191019987687,z,1,0.35257170000113547,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,26,0,104,0,,,,,255.1370992998127,256.13541470002383,256.13541470002383,256.13541470002383,256.13541470002383,256.13541470002383,257.135115099838,257.135115099838,x,1,0.6132588000036776,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,26,1,105,1,,,,,257.7701730998233,258.7534829999786,258.7534829999786,258.7534829999786,258.7534829999786,258.76859779981896,259.7683148998767,259.7683148998767,v,1,0.5268535001669079,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,26,2,106,2,,,,,260.3198195998557,261.3185238998849,261.3185238998849,261.3185238998849,261.3185238998849,261.3185238998849,262.31834269990213,262.31834269990213,c,1,0.1648325000423938,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,26,3,107,3,,,,,262.5030926000327,263.4863852998242,263.4863852998242,263.4863852998242,263.4863852998242,263.50172529998235,264.5014565999154,264.5014565999154,z,1,0.43343889992684126,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,27,0,108,0,,,,,264.95292329997756,265.93667580001056,265.93667580001056,265.93667580001056,265.93667580001056,265.9513195999898,266.95143869984895,266.95143869984895,x,1,0.5805016001686454,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,27,1,109,1,,,,,267.55293320002966,268.5360369000118,268.5360369000118,268.5360369000118,268.5360369000118,268.55116040003486,269.55163519992493,269.55163519992493,v,1,0.37288660020567477,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,27,2,110,2,,,,,269.9528746998403,270.9363106000237,270.9363106000237,270.9363106000237,270.9363106000237,270.95115519990213,271.95119889988564,271.95119889988564,c,1,0.8502879000734538,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,27,3,111,3,,,,,272.83587059983984,273.81918670004234,273.81918670004234,273.81918670004234,273.81918670004234,273.8345319998916,274.8344197999686,274.8344197999686,z,1,0.6006394999567419,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,28,0,112,0,,,,,275.4694611998275,276.45256290002726,276.45256290002726,276.45256290002726,276.45256290002726,276.4675767000299,277.46750659984536,277.46750659984536,x,1,0.3654330999124795,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,28,1,113,1,,,,,277.85240809991956,278.83582549984567,278.83582549984567,278.83582549984567,278.83582549984567,278.8507316999603,279.8507438998204,279.8507438998204,v,1,0.34058100008405745,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,28,2,114,2,,,,,280.2191377999261,281.21732999989763,281.21732999989763,281.21732999989763,281.21732999989763,281.21732999989763,282.2173238999676,282.2173238999676,c,1,0.8485301001928747,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,28,3,115,3,,,,,283.0855904999189,284.0688410999719,284.0688410999719,284.0688410999719,284.0688410999719,284.083749699872,285.0839905999601,285.0839905999601,z,1,0.3143936002161354,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,29,0,116,0,,,,,285.4186013999861,286.40295160003006,286.40295160003006,286.40295160003006,286.40295160003006,286.4171716000419,287.417071999982,287.417071999982,x,1,0.4622282001655549,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,29,1,117,1,,,,,287.9018512999173,288.8852579998784,288.8852579998784,288.8852579998784,288.8852579998784,288.9002238998655,289.90054199984297,289.90054199984297,v,1,0.4131814001593739,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,29,2,118,2,,,,,290.33510529994965,291.318438799819,291.318438799819,291.318438799819,291.318438799819,291.33362769987434,292.33337179990485,292.33337179990485,c,1,0.2784010001923889,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,29,3,119,3,,,,,292.6348927000072,293.6183984999079,293.6183984999079,293.6183984999079,293.6183984999079,293.6336667998694,294.6334801998455,294.6334801998455,z,1,0.2853821001481265,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,30,0,120,0,,,,,294.9515382000245,295.93488979991525,295.93488979991525,295.93488979991525,295.93488979991525,295.950019299984,296.9500056998804,296.9500056998804,x,1,0.4337975000962615,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,30,1,121,1,,,,,297.4181259998586,298.40150459995493,298.40150459995493,298.40150459995493,298.40150459995493,298.41671419981867,299.41645739995874,299.41645739995874,v,1,0.24932050006464124,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,30,2,122,2,,,,,299.6846314999275,300.6680591998156,300.6680591998156,300.6680591998156,300.6680591998156,300.68323810002767,301.68304379982874,301.68304379982874,c,1,0.09677840024232864,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,30,3,123,3,,,,,301.8011266000103,302.7847696999088,302.7847696999088,302.7847696999088,302.7847696999088,302.79969369992614,303.7994869998656,303.7994869998656,z,1,0.2275481999386102,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,31,0,124,0,,,,,304.0510763998609,305.0344477999024,305.0344477999024,305.0344477999024,305.0344477999024,305.0496203999501,306.0493917998392,306.0493917998392,x,1,0.569604700198397,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,31,1,125,1,,,,,306.6509235999547,307.634594099829,307.634594099829,307.634594099829,307.634594099829,307.6494030000176,308.6492655999027,308.6492655999027,v,1,0.010079000145196915,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,31,2,126,2,,,,,308.6843375999015,309.6676753000356,309.6676753000356,309.6676753000356,309.6676753000356,309.6827020999044,310.68274810002185,310.68274810002185,c,1,0.8737906001042575,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,31,3,127,3,,,,,311.5841317998711,312.5679272999987,312.5679272999987,312.5679272999987,312.5679272999987,312.58266959991306,313.5824345999863,313.5824345999863,z,1,0.6415461001452059,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,32,0,128,0,,,,,314.2507837000303,315.2353403000161,315.2353403000161,315.2353403000161,315.2353403000161,315.24922959995456,316.2490036999807,316.2490036999807,x,1,0.31786550022661686,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,32,1,129,1,,,,,316.60036439984106,317.584091699915,317.584091699915,317.584091699915,317.584091699915,317.59886899986304,318.59890470001847,318.59890470001847,v,1,0.2912959000095725,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,32,2,130,2,,,,,318.9170395999681,319.90064739994705,319.90064739994705,319.90064739994705,319.90064739994705,319.91543589998037,320.9153449998703,320.9153449998703,c,1,0.26418440020643175,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,32,3,131,3,,,,,321.2003770999145,322.1838148999959,322.1838148999959,322.1838148999959,322.1838148999959,322.19881649990566,323.1986530998256,323.1986530998256,z,1,0.40186360012739897,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,33,0,132,0,,,,,323.6337939000223,324.6319710998796,324.6319710998796,324.6319710998796,324.6319710998796,324.6319710998796,325.6319335999433,325.6319335999433,x,1,0.4992694000247866,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,33,1,133,1,,,,,326.1503309998661,327.14864299981855,327.14864299981855,327.14864299981855,327.14864299981855,327.14864299981855,328.14846319984645,328.14846319984645,v,1,0.34345730021595955,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,33,2,134,2,,,,,328.5164795999881,329.4998891998548,329.4998891998548,329.4998891998548,329.4998891998548,329.51506649982184,330.5151251000352,330.5151251000352,c,1,0.31970950006507337,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,33,3,135,3,,,,,330.8664843000006,331.8497868999839,331.8497868999839,331.8497868999839,331.8497868999839,331.8650076999329,332.8649778999388,332.8649778999388,z,1,0.29865590017288923,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,34,0,136,0,,,,,333.183262999868,334.1664719998371,334.1664719998371,334.1664719998371,334.1664719998371,334.18153699999675,335.18152319989167,335.18152319989167,x,1,0.2691951999440789,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,34,1,137,1,,,,,335.48301369999535,336.4665613998659,336.4665613998659,336.4665613998659,336.4665613998659,336.48162069986574,337.4813989000395,337.4813989000395,v,1,0.35264620021916926,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,34,2,138,2,,,,,337.86629499983974,338.84968269988894,338.84968269988894,338.84968269988894,338.84968269988894,338.8647413998842,339.86453329981305,339.86453329981305,c,1,0.2575419000349939,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,34,3,139,3,,,,,340.149345099926,341.13300449983217,341.13300449983217,341.13300449983217,341.13300449983217,341.1480280999094,342.1477357998956,342.1477357998956,z,1,0.6876951002050191,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,35,0,140,0,,,,,342.86592320003547,343.8500300999731,343.8500300999731,343.8500300999731,343.8500300999731,343.8645426000003,344.8642692998983,344.8642692998983,x,1,0.3333782001864165,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,35,1,141,1,,,,,345.2158700998407,346.1992867998779,346.1992867998779,346.1992867998779,346.1992867998779,346.2142930999398,347.2143228999339,347.2143228999339,v,1,0.3870686001610011,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,35,2,142,2,,,,,347.6327180999797,348.6159768998623,348.6159768998623,348.6159768998623,348.6159768998623,348.6310150998179,349.63084209989756,349.63084209989756,c,1,0.27273950004018843,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,35,3,143,3,,,,,349.93231859989464,350.91573089989834,350.91573089989834,350.91573089989834,350.91573089989834,350.9307921999134,351.93059340002947,351.93059340002947,z,1,0.4469811001326889,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,36,0,144,0,,,,,352.3989636998158,353.3823464999441,353.3823464999441,353.3823464999441,353.3823464999441,353.3972844998352,354.3972761000041,354.3972761000041,x,1,0.30272700008936226,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,36,1,145,1,,,,,354.7321377999615,355.71559499995783,355.71559499995783,355.71559499995783,355.71559499995783,355.7306456998922,356.7304392999504,356.7304392999504,v,1,0.24214760027825832,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,36,2,146,2,,,,,356.9987730998546,357.98202620004304,357.98202620004304,357.98202620004304,357.98202620004304,357.99707099981606,358.9969138999004,358.9969138999004,c,1,0.3544182002078742,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,36,3,147,3,,,,,359.3820360999089,360.36526809982024,360.36526809982024,360.36526809982024,360.36526809982024,360.3801827998832,361.3801863999106,361.3801863999106,z,1,0.4513340999837965,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,37,0,148,0,,,,,361.86538219987415,362.8486762000248,362.8486762000248,362.8486762000248,362.8486762000248,362.86359749990515,363.86352379992604,363.86352379992604,x,1,0.2756101998966187,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,37,1,149,1,,,,,364.16507109999657,365.1633798000403,365.1633798000403,365.1633798000403,365.1633798000403,365.1633798000403,366.1633323999122,366.1633323999122,v,1,0.28433920023962855,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,37,2,150,2,,,,,366.4817115999758,367.4800829999149,367.4800829999149,367.4800829999149,367.4800829999149,367.4800829999149,368.4799475998152,368.4799475998152,c,1,0.25208060001023114,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,37,3,151,3,,,,,368.76469550002366,369.76341459993273,369.76341459993273,369.76341459993273,369.76341459993273,369.76341459993273,370.76314549986273,370.76314549986273,z,1,0.22718400019221008,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,38,0,152,0,,,,,371.0147541000042,371.99795340001583,371.99795340001583,371.99795340001583,371.99795340001583,372.013358599972,373.0131087999325,373.0131087999325,x,1,0.039839700097218156,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,38,1,153,1,,,,,373.08108439994976,374.0661350998562,374.0661350998562,374.0661350998562,374.0661350998562,374.07970459992066,375.07955119991675,375.07955119991675,v,1,0.25541610014624894,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,38,2,154,2,,,,,375.36468270001933,376.3476576998364,376.3476576998364,376.3476576998364,376.3476576998364,376.3628310998902,377.3628477000166,377.3628477000166,c,1,0.2810487002134323,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,38,3,155,3,,,,,377.66442429996096,378.64787340001203,378.64787340001203,378.64787340001203,378.64787340001203,378.6629353000317,379.6628091998864,379.6628091998864,z,1,0.28354019997641444,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,39,0,156,0,,,,,379.9809941998683,380.9642765999306,380.9642765999306,380.9642765999306,380.9642765999306,380.9792293999344,381.9793485000264,381.9793485000264,x,1,0.27018520003184676,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,39,1,157,1,,,,,382.2809041000437,383.2642353998963,383.2642353998963,383.2642353998963,383.2642353998963,383.27930029993877,384.2793317998294,384.2793317998294,v,1,0.28350500017404556,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,39,2,158,2,,,,,384.5805621999316,385.57927570003085,385.57927570003085,385.57927570003085,385.57927570003085,385.57927570003085,386.57908089994453,386.57908089994453,c,1,0.22279289993457496,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,39,3,159,3,,,,,386.83057500002906,387.81445059995167,387.81445059995167,387.81445059995167,387.81445059995167,387.82919179997407,388.8289344999939,388.8289344999939,z,1,0.29124940000474453,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,40,0,160,0,,,,,389.1471700000111,390.13050259999,390.13050259999,390.13050259999,390.13050259999,390.14568630000576,391.14558129990473,391.14558129990473,x,1,0.3133915001526475,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,40,1,161,1,,,,,391.4804133998696,392.463643199997,392.463643199997,392.463643199997,392.463643199997,392.4789582998492,393.47889010002837,393.47889010002837,v,1,0.28219410008750856,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,40,2,162,2,,,,,393.7802285000216,394.7638363998849,394.7638363998849,394.7638363998849,394.7638363998849,394.778814899968,395.77873059990816,395.77873059990816,c,1,0.21214750013314188,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,40,3,163,3,,,,,396.0132540999912,396.9966887999326,396.9966887999326,396.9966887999326,396.9966887999326,397.0119042999577,398.0117522999644,398.0117522999644,z,1,0.42616600007750094,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-50,x,41,0,164,0,,,,,398.463170300005,399.44655699981377,399.44655699981377,399.44655699981377,399.44655699981377,399.46173370000906,400.461959999986,400.461959999986,x,1,0.2592921000905335,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
150,v,41,1,165,1,,,,,400.7464494998567,401.7301634999458,401.7301634999458,401.7301634999458,401.7301634999458,401.7452334999107,402.74485369981267,402.74485369981267,v,1,0.23372580017894506,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
50,c,41,2,166,2,,,,,402.9967063998338,403.9951050998643,403.9951050998643,403.9951050998643,403.9951050998643,403.9951050998643,404.9947863998823,404.9947863998823,c,1,0.26294850022532046,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
-150,z,41,3,167,3,,,,,405.27963569993153,406.26288749999367,406.26288749999367,406.26288749999367,406.26288749999367,406.2780963999685,407.2784346998669,407.2784346998669,z,1,0.26247710012830794,None,,,,,,,,,,,,,604757,001,2023-10-09_14h53.34.698,Sequential Learning,2023.1.3,59.92139517100053,
